domain_similarty,url_length,http_protocol,no_dots,no_slash,no_double_slash,no_hyphen,no_underscore,no_equals,no_parantheses,no_curly_brakets,no_square_brakets,no_greater_and_smaller,no_tilde,no_asterick,no_plus,have_at_symbol,url_inc_ip,response_history,redirect,no_a_href_links,no_inputs,no_buttons,no_link_href,no_iframe,result
0.9,25,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,13,0,100,1,7,37,3,0
0.48,22,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,20,1,137,2,7,140,1,1
0.94,78,1,3,0,1,4,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,6,0,1
0.77,25,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,15,1,907,1,0,15,1,0
0.88,23,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,20,0,2,0,0,2,0,0
0.38,68,1,0,3,1,2,1,0,0,0,0,0,0,0,0,0,0,25,0,11,0,0,5,0,1
0.19,26,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,20,1,6,0,0,5,0,1
0.87,38,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,25,0,7,1,3,6,0,1
0.88,27,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,18,0,128,5,14,7,0,0
0.94,78,1,3,0,1,4,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,6,0,1
0.86,42,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,19,1,0,0,0,5,0,0
0.83,23,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,13,0,388,1,29,60,12,0
0.5,24,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,66,2,8,30,2,0
0.84,29,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,1,0,0,0,1
0.92,53,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,16,0,170,1,1,16,1,0
0.85,29,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,20,0,21,3,0,2,4,0
0.89,30,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,13,0,217,4,16,5,1,0
0.8,27,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,25,0,10,2,3,3,0,1
1.0,25,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,25,0,85,0,0,26,0,0
0.78,22,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,1
0.84,32,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,25,0,7,1,3,6,0,1
0.69,38,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,25,0,13,1,2,79,1,1
0.84,31,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,13,0,314,1,0,12,0,0
0.72,41,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,25,0,18,1,0,5,0,1
0.58,51,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,25,0,9,1,0,7,0,1
0.84,26,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,25,0,38,0,0,2,0,1
0.63,39,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,25,0,1,1,1,1,0,1
0.82,30,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,1
0.85,34,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,25,0,6,0,0,0,0,1
1.0,25,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,13,0,34,0,2,13,1,0
1.0,16,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,25,0,11,0,4,2,1,0
0.56,26,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,25,0,29,2,0,13,0,1
0.89,28,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,13,0,78,1,0,6,1,0
0.64,38,0,1,0,1,3,1,0,0,0,0,0,0,0,0,0,0,25,0,10,3,4,8,3,1
0.68,26,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,13,1,0,0,0,0,0,1
0.78,38,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,17,1,3,0,1,13,0,0
1.0,21,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,13,0,92,2,23,36,0,0
0.8,21,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,13,0,91,2,4,4,1,0
0.83,27,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,1
1.0,29,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,25,0,75,0,0,3,1,0
1.0,28,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,20,0,63,1,0,28,0,0
0.84,32,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,2,0,1
0.88,27,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,13,0,413,2,8,4,0,0
0.84,32,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,25,0,7,1,3,6,0,1
0.57,60,0,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,25,0,0,1,1,3,0,1
0.67,74,0,4,5,1,1,0,0,0,0,0,0,0,0,0,0,0,25,0,2,0,0,0,0,1
0.86,36,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,25,0,3,1,0,5,1,1
0.75,20,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,25,0,21,1,9,4,8,1
0.89,51,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,18,1,1,1,0,5,0,1
0.44,32,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,1
0.5,35,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7,0,137,0,21,13,0,0
0.69,32,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,25,0,1,0,0,0,0,1
0.58,51,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,20,1,0,0,0,0,0,1
0.88,27,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7,0,62,0,112,51,0,0
0.59,74,1,4,0,1,0,0,2,0,0,0,0,0,0,0,0,0,20,1,0,0,0,1,0,1
0.86,25,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7,0,30,0,4,20,2,0
0.9,32,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,13,0,69,4,5,1,1,0
0.88,42,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,1
0.87,35,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,13,1,0,0,1,5,0,1
0.36,55,0,4,1,1,0,0,1,0,0,0,0,0,0,0,1,1,13,1,9,2,0,4,0,1
0.4,30,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7,1,152,1,1,28,9,1
0.87,39,1,2,0,1,3,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,2,0,1
1.0,20,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0
0.86,40,1,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,25,0,3,1,2,4,0,1
0.82,22,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,1,0,2,3,0
0.5,19,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,11,0,182,0,1,41,7,0
1.0,16,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,13,0,2,0,0,3,0,0
0.47,69,0,2,3,1,1,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,1
0.87,26,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,13,0,140,1,0,21,17,0
0.88,27,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,13,0,185,3,1,8,2,0
0.8,24,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7,0,252,1,44,16,4,0
0.93,68,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,25,0,11,1,0,6,3,1
0.49,61,0,2,5,1,1,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,1
0.65,46,0,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,25,0,0,1,4,5,0,1
0.5,61,0,4,0,1,0,0,2,0,0,0,0,0,0,0,1,0,25,0,0,1,1,5,0,1
1.0,25,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,13,0,78,2,1,19,1,0
0.9,31,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7,0,166,1,4,81,24,0
0.35,47,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,20,1,1,0,0,1,0,1
0.87,35,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,25,0,2,2,0,2,2,1
0.78,25,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,25,0,24,2,4,20,0,1
0.82,22,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,23,0,27,2,0,34,0,0
0.81,23,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,1
0.82,27,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,13,1,0,0,0,2,0,1
0.55,88,1,1,1,1,1,0,2,0,0,0,0,0,0,0,0,0,20,1,4,0,0,1,0,1
1.0,26,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,13,0,21,0,0,7,0,0
0.94,78,1,3,0,1,4,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,6,0,1
1.0,20,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,13,0,11,2,0,5,4,0
0.87,26,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7,0,321,1,2,5,0,0
0.49,40,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,25,0,5,1,2,1,1,1
0.15,74,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,13,1,0,0,0,4,0,1
0.91,34,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,13,0,223,6,10,20,2,0
0.88,33,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,1,1
0.89,29,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7,0,133,0,4,40,4,0
0.69,41,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,13,1,0,1,0,2,0,1
0.57,62,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,20,1,0,0,0,1,0,1
0.89,30,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7,0,71,1,0,16,0,0
1.0,26,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,20,0,29,1,1,8,0,0
0.36,68,0,1,5,1,1,0,0,0,0,0,0,0,0,0,0,0,25,0,4,1,0,2,0,1
0.86,37,1,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,25,0,131,2,0,24,0,1
1.0,23,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,13,0,168,1,8,2,1,0
0.71,31,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,25,0,1,1,1,1,0,1
0.47,42,0,3,0,1,0,1,0,0,0,0,0,0,0,0,0,1,25,0,9,1,1,4,0,1
1.0,19,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,13,0,91,3,11,15,0,0
0.83,23,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,13,0,467,28,1,13,2,0
0.94,78,1,3,0,1,4,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,6,0,1
1.0,30,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,13,0,52,2,4,7,1,0
1.0,18,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,13,0,3,1,1,2,1,0
0.87,26,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,25,0,75,4,13,11,7,0
1.0,23,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,13,0,113,2,2,11,3,0
1.0,26,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,20,0,14,0,0,6,0,0
0.89,29,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,13,0,72,1,0,4,0,0
0.88,28,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,13,0,193,6,8,13,1,0
0.82,24,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,1
0.94,78,1,3,0,1,4,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,6,0,1
0.94,78,1,3,0,1,4,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,6,0,1
0.63,25,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,13,0,88,2,15,2,0,0
0.79,37,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,25,0,2,1,0,7,0,1
0.81,25,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,25,0,1,1,0,2,0,1
1.0,19,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,13,0,35,1,1,5,0,0
0.94,78,1,3,0,1,4,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,6,0,1
1.0,35,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,13,0,82,0,11,7,0,0
0.93,38,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,25,0,0,30,0,0
0.94,78,1,3,0,1,4,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,6,0,1
0.89,29,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,13,0,101,3,3,46,1,0
0.89,30,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7,0,112,5,2,33,0,0
0.82,33,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,25,0,7,1,3,6,0,1
0.88,37,1,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,13,1,131,2,0,24,0,1
1.0,23,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,13,0,72,2,1,6,0,0
0.82,22,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,13,0,724,1,15,31,2,0
0.82,22,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,13,0,218,1,13,116,4,0
0.82,22,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,18,3,0
1.0,18,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,13,0,28,0,0,11,3,0
0.8,21,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,13,0,217,1,2,7,1,0
1.0,30,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,13,0,118,3,13,7,4,0
0.88,28,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7,0,692,0,2,19,26,0
0.4,45,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,20,1,0,0,0,1,0,1
0.88,28,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,13,0,280,1,11,8,0,0
1.0,26,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,13,0,50,3,2,9,0,0
0.88,27,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,13,0,120,0,1,17,8,0
0.85,26,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,1,63,1,1,25,1,0
0.63,41,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,1
0.53,55,1,1,3,1,1,0,0,0,0,0,0,0,0,0,0,0,25,0,2,0,0,0,0,1
0.57,78,1,1,1,1,5,0,2,0,0,0,0,0,0,0,0,0,13,1,11,0,0,6,0,1
0.38,23,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,11,1,46,2,9,4,0,1
0.87,26,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7,0,684,2,6,9,3,0
0.45,73,0,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,20,1,0,0,0,1,0,1
0.87,39,1,2,0,1,3,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,2,0,1
0.85,24,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,13,0,365,2,12,26,18,0
0.82,52,1,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,20,1,0,0,0,1,0,1
0.88,28,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,13,0,49,6,6,44,4,0
0.94,78,1,3,0,1,4,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,6,0,1
0.82,26,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,25,0,42,1,0,3,0,1
0.58,51,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,1
1.0,26,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,13,0,87,2,1,29,2,0
0.83,23,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,13,0,40,0,11,29,1,0
0.83,23,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,13,0,33,1,2,10,0,0
0.74,22,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,1,0,0,0,1
0.91,33,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,13,0,46,0,0,3,4,0
0.44,23,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,13,1,33,3,1,15,0,1
0.92,36,1,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,13,0,38,0,2,22,0,0
0.83,45,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,13,1,2,1,2,2,0,1
0.82,30,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,25,0,14,1,2,79,1,1
0.85,24,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,13,0,35,2,3,13,1,0
0.9,32,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7,0,57,1,1,17,2,0
0.8,25,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7,0,100,1,7,37,2,0
0.91,33,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,13,0,197,1,2,18,6,0
0.92,54,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,3,0,1
0.81,44,0,0,1,1,3,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,1
1.0,24,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,25,0,3,0,0,11,0,0
0.89,35,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,11,0,393,3,1,9,4,0
0.94,78,1,3,0,1,4,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,6,0,1
0.93,59,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,25,0,6,2,0,1,1,1
0.67,42,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,1,4,5,0,1
0.4,71,1,2,1,1,2,0,2,0,0,0,0,0,0,0,0,0,4,1,118,1,32,9,0,0
1.0,22,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,25,0,15,0,1,12,1,0
1.0,21,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,25,0,4,0,0,0,0,0
0.87,34,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,25,0,1,0,0,3,0,1
0.9,31,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,25,0,41,2,12,9,5,0
0.74,43,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,1,1,2,0,1
0.65,55,1,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,25,0,0,1,0,0,0,1
0.63,24,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,20,1,0,0,0,0,0,1
0.9,32,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,13,0,416,0,10,19,30,0
0.94,78,1,3,0,1,4,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,6,0,1
0.81,25,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,25,0,2,0,0,0,0,1
0.49,24,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,13,1,501,3,34,18,2,1
0.87,36,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,13,1,10,2,3,3,0,1
0.88,27,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,13,0,417,25,28,24,1,0
0.39,48,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,20,1,0,0,0,1,0,1
1.0,23,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,13,0,51,0,0,4,0,0
1.0,18,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,13,0,139,1,11,20,2,0
0.36,60,1,0,3,1,1,1,0,0,0,0,0,0,0,0,0,0,25,0,11,0,0,5,0,1
